event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text_terms,ru_scope_text_terms,representative_text,TriageStatus,TriageReason,CandidateCensusComplete,ScopeAuto,ScopeReason,EventFormAuto,EventFormReason,ExactReportDuplicateCluster,TriagePriority,ManualReviewRequired,DedupeClusterID,DedupeDecision,CanonicalEventID1pd,DedupeBasis,EventLevelDedupeStatus,ScopeAutoV2,ScopeReasonV2,EventFormAutoV2,EventFormReasonV2,TriagePriorityV2
53220,20220621,1,1358215,nv,https://nv.ua/ukr/world/countries/eysk-ilskiy-npz-krasnodar-sevastopol-video-ataki-droniv-21-chervnya-2024-novini-rosiji-50428951.html,REFINING_PETROCHEM_GAS,НПЗ,Пожеж|атак|дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,у Росії,Пожежі на Ільському НПЗ і в Єйську. У Міноборони РФ заявили про нічну атаку понад 100 дронів по цілях у Росії та окупованому Криму — головне,REVIEW_LOCATION_AMBIGUOUS,REVIEW_DISPUTED_CRIMEA,FALSE,CONFLICT_OR_COMPOSITE,CRIMEA_AND_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P3_SCOPE_CONFLICT_COMPOSITE,TRUE,,UNIQUE_EXACT_REPORT_LEVEL,53220,NO_EXACT_REPORT_DUPLICATE,PENDING,RUSSIA_PROPER,EXPLICIT_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
53749,20220810,6,23688|23737|328187,24tvua|espreso,https://24tv.ua/krimu-panika-naslidki-vibuhiv-aerodromi-okupovanomu-krimu_n2121454|https://24tv.ua/vibuhi-novofedorivtsi-arestovich-skazav-skilki-aerodromiv-zalishilosya_n2121886|https://espreso.tv/zhodnikh-prilotiv-ne-bulo-vidikhaemo-ta-ydemo-na-plyazh-u-rosii-zaperechuyut-vibukhi-na-aerodromi-v-krimu,STRATEGIC_AIRBASE,аеродром,Вибух|вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,у Росії,"Вибухи у Новофедорівці: Арестович розповів, скільки аеродромів залишилося в окупантів в Криму || У Криму публічна паніка, – речниця ОК """"""""""""""""Південь"""""""""""""""" про наслідки вибухів на аеродромі росії || """"Жодних прильотів не було, видихаємо та йдемо на пляж"""": у Росії заперечують вибухи на аеродромі в Криму",REVIEW_LOCATION_AMBIGUOUS,REVIEW_DISPUTED_CRIMEA,FALSE,CONFLICT_OR_COMPOSITE,CRIMEA_AND_RUSSIA_TEXT,FOLLOWUP_OR_AFTERMATH,FOLLOWUP_CUE_NO_FRESH_VERB,,P3_SCOPE_CONFLICT_COMPOSITE,TRUE,,UNIQUE_EXACT_REPORT_LEVEL,53749,NO_EXACT_REPORT_DUPLICATE,PENDING,RUSSIA_PROPER,EXPLICIT_RUSSIA_TEXT,FOLLOWUP_OR_AFTERMATH,FOLLOWUP_CUE_NO_FRESH_VERB,R1_RUSSIA_PROPER_TEXT
53986,20220817,1,1667461,pravdaua,https://www.pravda.com.ua/news/2022/08/17/7363712/,STRATEGIC_AIRBASE,аеродром,вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,в РФ,"Після вибухів в Криму росіяни переміщують свої літаки на територію РФ – розвідка. Після вибухів на російських аеродромах в окупованому Криму, росіяни почали переміщувати свої літаки та гелікоптери в РФ та в глиб півострова.",REVIEW_LOCATION_AMBIGUOUS,REVIEW_DISPUTED_CRIMEA,FALSE,CONFLICT_OR_COMPOSITE,CRIMEA_AND_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P3_SCOPE_CONFLICT_COMPOSITE,TRUE,,UNIQUE_EXACT_REPORT_LEVEL,53986,NO_EXACT_REPORT_DUPLICATE,PENDING,RUSSIA_PROPER,EXPLICIT_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
147220,20220401,49,249897|59863,liveuamap|ria,https://ria.ru/20220401/spetsoperatsiya-1781396455.html|https://twitter.com/Novynarnia/status/1509468013971582977,FUEL_STORAGE_TERMINAL,нафтобаз|нефтебаз,ракет|удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,Украин,Москв,"Росія ракетами розбомбила нафтобазу у Фастові Київської області || День 37-й: удар Украины по нефтебазе, проработка контактов Москвы и Киева",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE,,UNIQUE_EXACT_REPORT_LEVEL,147220,NO_EXACT_REPORT_DUPLICATE,PENDING,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
254082,20220414,1,322171,espreso,https://espreso.tv/chornobaivka-15-raz-zsu-znishchili-rosiyski-skladi-boepripasiv-a-okupatsiyniy-kreyser-moskva-zatonuv-arestovich,AMMUNITION_ARSENAL,склади боєприпас,знищ,710715,Chornobaivka,Kherson,Bilozers'kyi,32.545136,46.694826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,ЗСУ,Москв,"Чорнобаївка 15 раз: ЗСУ знищили російські склади боєприпасів, а окупаційний крейсер """"""""Москва"""""""" затонув",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE,,UNIQUE_EXACT_REPORT_LEVEL,254082,NO_EXACT_REPORT_DUPLICATE,PENDING,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
170419,20220627,8,1641494,liga,https://news.liga.net/politics/news/rakety-po-kremenchugu-zapuskali-strategicheskie-bombardirovschiki-iz-kurskoy-oblasti-vs-vsu,STRATEGIC_AIRBASE,стратегические бомбард,Ракет,704147,Kremenchuk,Poltava,Kremenchuts'kyi,33.410241,49.065499,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ,Курск,обновленодополнено Ракеты по Кременчугу запускали стратегические бомбардировщики из Курской области – ВС ВСУ,REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE,,UNIQUE_EXACT_REPORT_LEVEL,170419,NO_EXACT_REPORT_DUPLICATE,PENDING,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
151262,20220910,4,159073,ntv,https://www.ntv.ru/novosti/2723151/,STRATEGIC_AIRBASE,авиабаз,атак,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|Украин,Москв,"Украинская атака: ВСУ затягивают в «огневой каменный мешок» — Специальная военная операция России На авиабазе Рамштайн, где в обстановке полной секретности заседал так называемый клуб друзей и союзников Украины, западные генералы и политики ломали голову над тем, как еще помочь Киеву. Помогать, судя по настроениям в тамошних коридорах власти и военных штабах, придется довольно долго. В растиражированной на Западе статье украинского главкома Валерия Залужного тот рассказывает о планах военной кампании аж на 2023 год. Любые военные действия рано или поздно заканчиваются, но пока ни о финале, ни о переговорах, а тем более компромиссе ни Москва, ни Киев уже давно не говорят.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0089,P1_RUSSIA_UA_ACTOR,TRUE,EXACT2022-0089,CANONICAL,151262,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,PENDING,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
95172,20221023,1,161432,ntv,https://www.ntv.ru/novosti/2729274/,ENERGY_GRID_SUPPORT,подстанц,Удар|атак|ракет,698740,Odessa,Odessa,Odes'ka,30.731689,46.484213,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|украин,Москв,"Экс-депутат Рады разоблачил «псевдоуспехи» ВСУ и предсказал взятие российскими войсками Одессы — Специальная военная операция России На этой неделе ракетные атаки шли практически каждый день и наносились вглубь всей украинской территории. Удары по электроподстанциям и линиям электропередачи привели к масштабным и длительным веерным отключениям. Власти призывают украинцев к тотальной экономии. При этом ошибкой было бы считать, что критическое состояние критически важной инфраструктуры хоть как-то изменило позицию официального Киева по поводу переговоров с Москвой. Владимир Зеленский снова заявил, что «пространства для переговоров» не осталось.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0090,P1_RUSSIA_UA_ACTOR,TRUE,EXACT2022-0090,CANONICAL,95172,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,PENDING,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
153314,20221130,1,163299,ntv,https://www.ntv.ru/novosti/2735941/,STRATEGIC_AIRBASE,аэродром,атак|удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Украин,на территории России,Глава МИД Латвии призвал разрешить Украине атаковать российские аэродромы — Специальная военная операция России Министр иностранных дел Латвии Эдгарс Ринкевичс призвал Запад разрешить Киеву наносить удары по военным объектам на территории России.,REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,EXPLICIT_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0091,P1_RUSSIA_UA_ACTOR,TRUE,EXACT2022-0091,CANONICAL,153314,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,PENDING,RUSSIA_PROPER,EXPLICIT_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,R1_RUSSIA_PROPER_TEXT
